,Name,Online_order,Book_table,Rate,Dish_liked,Approx_cost(for two people)
7573,Nandhana Palace,0,No,4.0 out of 5,"Bamboo Chicken, Fish Curry, Chicken Guntur, Chicken Fry, Mutton Biryani, Mutton Chops, Chicken Kshatriya",800
7574,Mayura 1989,0,No,3.7 out of 5,"Biryani, Murgh Ghee Roast, Cocktails",900
7575,CTR,1,No,4.8 out of 5,"Benne Masala Dosa, Filter Coffee, Chai, Butter Masala Dosa, Crispy Vada, Tea, Kesari Bath",150
7576,New Prashanth Hotel,1,No,3.2 out of 5,"Biryani, Ragi Mudde, Lemon Chicken, Mutton Chops",750
7577,Karnataka Bhel House,0,No,4.1 out of 5,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",100
7578,Papanna's Biriyani,0,No,3.9 out of 5,"Lemon Chicken, Chicken Biryani",350
7579,MouthFull Of Cake,0,No,3.9 out of 5,"Cup Cake, Cake Pops, Chocolate Truffle",600
7580,Park View Restaurant,0,No,3.8 out of 5,"Sea Food, Biryani, Chilli Chicken, Neer Dosa, Curd Rice",600
7581,Chopstick World,0,No,4.0 out of 5,"Noodles, Cucumber Salad, Dragon Chicken, Momos, Spring Roll, Sea Food, Chicken Momo",750
7582,Bansuri Sweets,0,No,3.5 out of 5,"Chaat, Pav Bhaji, Masala Poori, Vada Pav",250
7583,Sbarro,0,No,2.8 out of 5,"Garlic Bread, Chicken Keema Pizza, Bbq Chicken, White Sauce Pasta, Veg Supreme, Paneer Pizza, Capsicum Pizza",500
7584,Mojo Pizza - 2X Toppings,1,No,4.2 out of 5,"Garlic Bread, Chicken Wings, House Pizza",600
7585,Natural Ice Cream,0,No,4.2 out of 5,"Chocolate Icecreams, Waffle Cone",200
7586,Pavitra Paradise,0,No,3.8 out of 5,Pizza,200
7587,Jetlag,0,Yes,4.3 out of 5,"Cocktails, Pasta, Pizza, Vegetable Biryani, Nachos, Chicken Achari Tikka, Mocktails","1,650"
7588,Al-Bek,1,No,4.1 out of 5,"Chicken Roll, Mutton Biryani, Egg Roll, Ghee Rice, Shawarma, Tandoori Chicken, Chicken Grill",700
7589,Asha Food Camp,0,Yes,4.0 out of 5,"Panneer Butter Masala, Dal Fry, Butter Kulcha, Shahi Paneer, Paneer Tikka, Roti, Vegetable Biryani",700
7590,Chord Road Resto-Bar,0,No,3.2 out of 5,Tandoori Fish,"1,000"
7591,White Smoke Barbeque- Fairfield by Marriott,0,No,4.0 out of 5,"Lamb Chops, Strawberry Daiquiri, Truffle, Bbq, Chicken Kebab, Nachos, Karara Paneer","1,200"
7592,Hotel Aditya,0,No,4.3 out of 5,"Chicken Biryani, Chicken Masala, Brain Fry, Chilli Chicken, Mutton Biryani, Nalli Fry, Chicken Fry",300
7593,Domino's Pizza,1,No,3.9 out of 5,Pizza,400
7594,Burger King,1,No,3.9 out of 5,"Burgers, Cheesy Fries",600
7595,Pizza Hut,1,No,3.5 out of 5,"Garlic Bread, Pasta",750
7596,Donne Biriyani Mane,0,No,3.8 out of 5,"Donne Biryani, Chicken Biryani, Chilli Chicken",300
7597,Sloshed,0,Yes,3.9 out of 5,"Beer, Pasta","1,200"
7598,Priyadarshini Grand,0,No,4.0 out of 5,"Masala Dosa, Bonda Soup, Rava Dosa, Tomato Soup, Bhel Puri, Coffee, Roti",400
7599,Tango,0,No,3.8 out of 5,"Sandwiches, Cheese Sandwich",200
7600,Barbecue by Punjab Grill,0,Yes,4.8 out of 5,"Prawn, Panipuri, Chaat, Biryani, Paan Ice Cream, Brownie, Tandoori Prawns","1,300"
7601,The Persian Terrace - Sheraton Grand Bangalore Hotel...,0,Yes,4.2 out of 5,"Appam, Tiramisu, Cocktails, Mocktails, Kebab Platter, Salads, Lamb","2,500"
7602,Holige Mane,1,No,4.2 out of 5,"Badami Holige, Puran Poli",100
7603,Bhairaveshwara Military Hotel,1,No,4.2 out of 5,Biryani,250
7604,Sagar,0,No,3.6 out of 5,"Masala Dosa, Roti, Vada",500
7605,Polar Bear,1,No,4.1 out of 5,"Sandwiches, Brownie Fudge, Hot Chocolate Fudge, Cheese Sandwich, Coffee, Grilled Sandwich",400
7606,Empire Juice Shop,0,No,2.7 out of 5,Mosambi Juice,150
7607,Swathi Greenland,1,No,3.7 out of 5,"Beer, Chilli Chicken, Naan, Chicken Biryani, Tandoori Chicken, Chicken Guntur, Neer Dosa",800
7608,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,1,Yes,4.4 out of 5,"Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","1,700"
7609,The White Room - Coffee & Kitchen,0,Yes,4.1 out of 5,"Mushroom Quiche, Chicken Quiche, Coffee, Caramel Frappe, Espresso, Chocolate Milkshake, Tea","1,000"
7610,Lakeview Milkbar,0,No,4.0 out of 5,"Butterscotch Ice Cream, Sandwiches, Milk Shake, Hot Chocolate Fudge, Brownie, Vanilla Ice Cream, Burgers",450
7611,Happy Belly Bakes,1,No,4.2 out of 5,"Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta",500
7612,Hammered,1,Yes,4.6 out of 5,"Sangria, Chicken Satay, Crispy Corn, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","1,300"
7613,eat.fit,1,No,4.4 out of 5,"Salads, Sandwiches, Chicken Curry, Dal Makhani, Paratha, Noodles, Apple Mojito",500
7614,FreshMenu,1,No,3.6 out of 5,"Salads, Burgers, Salad, Potato Wedges, Chicken Dum Biryani, Pizza, Noodles",450
7615,Mojo Pizza - 2X Toppings,1,No,4.3 out of 5,"Garlic Bread, Chocolava, House Pizza, Spicy Paneer Pizza",600
7616,Faasos,1,No,4.0 out of 5,"Rolls, Veggie Wrap, Biryani, Paratha, Cheesy Chicken Wrap",500
7617,Shanthi Sagar,1,No,4.0 out of 5,"Coffee, Roti, Vada Pav",250
7618,Ovenstory Pizza,1,No,3.9 out of 5,"Pizza, Chocolava",800
7619,KKR FOODIES,1,Yes,3.3 out of 5,Biryani,400
7620,Alampur Bar And Restaurant,0,No,3.7 out of 5,"Thali, Chicken Biryani",900
7621,Soda Bottle Opener Wala,1,Yes,4.4 out of 5,"Okra, Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Kulfi","1,300"
7622,Anna Kuteera,0,No,3.8 out of 5,"Panner Tikka, Coffee, Vada, Idli",400
7623,Skoolroom,0,No,4.3 out of 5,"Chocolate Overload, Burgers, Peri Peri Chicken Pizza, Pasta, Peri Peri Chicken Burger, Momos, Freak Shake",700
7624,Oregano Pizzeria,1,No,3.4 out of 5,"Pizza, Pasta, Burgers, Lasagne, Masala Garlic Bread",300
7625,Pind Balluchi,0,Yes,4.0 out of 5,"Palak Paneer, Mango Lassi, Panner Tikka, Veg Platter, Dal Makhani, Chicken Rara, Malai Tikka",700
7626,Shezan,1,No,4.2 out of 5,"Butter Naan, Mudpie, Mutton Biryani, Chicken Tikka, Kulfi, Steak, Sweet Corn Soup",600
7627,Bangalore Masala House,1,No,4.1 out of 5,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Steak, Bun Maskas, Pasta, Burgers",500
7628,Zaks Mediterranean Cuisine,0,No,3.9 out of 5,"Biryani, Shawarma, Kunafa, Pita Bread, Fattoush Salad",700
7629,Pai Vihar,0,No,2.8 out of 5,"Masala Dosa, Coffee",400
7630,Chung's Chinese Corner,1,No,3.4 out of 5,"Noodles, Honey Chilli Chicken, Crispy Chilli Chicken",600
7631,Khan Saheb Grills and Rolls,1,No,4.0 out of 5,"Rolls, Mutton Seekh Roll, Malai Tikka, Chicken Tikka Roll, Mutton Baida Roti, Reshmi Tikka Roll, Beda Roti",400
7632,Ibaco,1,No,3.7 out of 5,Icecream Cake,300
7633,Smoor,1,No,4.1 out of 5,"Cup Cake, Pasta, Sandwich, Fries",900
7634,NoLimmits Lounge and Club,1,Yes,4.1 out of 5,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Cocktails, Popcorn","2,000"
7635,Cobaja,1,Yes,4.2 out of 5,"Cocktails, Badam Milk, Mutton Liver Fry, Neer Dosa, Paan Mojito, Veg Thali, Mocktails",700
7636,Ta'aam,0,No,4.1 out of 5,"Laham Mandi, Mutton Chops, Biryani, Mutton Soup, Naan, Paneer Tikka, Jeera Rice",750
7637,Brownie Heaven,1,No,4.1 out of 5,"Filter Coffee, Triple Chocolate, Brownie Chocolate, Vanilla Ice Cream, Brownie Shake, Tiramisu, Chocolate Shake",300
7638,Khazana Food Paradise,0,No,4.2 out of 5,"Beef Biryani, Chicken Biryani, Chicken Kebab, Mutton Biryani, Beef Kabab, Paratha, Ghee Rice",400
7639,Communiti,0,No,4.6 out of 5,"Pizza, Cocktails, Peri Peri Chicken, Craft Beer, Mocktails, Nachos, Pasta","1,500"
7640,Nagarjuna,0,No,4.3 out of 5,"Mutton Biryani, Chicken Biryani, Chicken 65, Mutton Pepper, Hyderabadi Biryani, Andhra Biryani, Mutton Keema Balls",800
7641,Bangalore Brew Works,0,Yes,4.3 out of 5,"Spaghetti, Pizza, Wheat Beer, Cocktails, Risotto, Nachos, Draught Beer","1,700"
7642,Green Theory,1,Yes,4.2 out of 5,"Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Potato Skins, Kiwi Lemonade",800
7643,Harima,0,Yes,4.3 out of 5,"Sushi, Tuna Sashimi, Salads, Tofu Teriyaki, Pork Rice, Fried Noodles, Ramen","2,000"
7644,Sotally Tober,0,Yes,4.4 out of 5,"Cocktails, Corn Fritters, Sangria, Butter Chicken, Paneer Steak, Chicken Steak, Chicken Cutlet","1,200"
7645,Palmgrove,0,No,4.0 out of 5,"Masala Dosa, Naan, Vada, Pongal, Grape Juice, Coffee, Kulcha",700
7646,The Ritz-Carlton Bar - The Ritz-Carlton,0,Yes,4.0 out of 5,Decor,"2,000"
7647,Northern Gate- Gateway Hotel,0,Yes,3.9 out of 5,"Cut Fruits, Pasta, Sunday Brunch, Chilli Chicken, Curd Rice","1,900"
7648,RS Shiv Sagar Express,1,No,4.0 out of 5,"Pav Bhaji, Kulfi, Chaat, Fries, Coffee, Chole Bhature, Paratha",300
7649,ShakesBierre,0,Yes,4.5 out of 5,"Cocktails, Mocktails, Pizza, Sweet Yogurt, Jujeh Kabab, Burgers, Karela Chaat","1,500"
7650,Carnatic,0,Yes,4.1 out of 5,"Guntur Chicken Biryani, Thali, Andhra Chilli Chicken, Raita, Kothu Paratha, Coconut Mousse, Tender Coconut Payasam","1,000"
7651,Spice Terrace - JW Marriott,0,Yes,4.3 out of 5,"Chicken Tikka, Faluda, Raita, Tarkari Biryani, Lamb, Butter Naan, Fish","3,000"
7652,Chianti,0,Yes,4.4 out of 5,"Pizza, Seafood Pasta, Panna Cotta, Tiramisu, Lasagne, Ravioli, Virgin Sangria","1,500"
7653,Russh Gastropub,0,No,4.2 out of 5,"Cocktails, Bruschettas, Beer, Tiramisu, Brownie, Chicken Popcorn, Chicken Bbq Wings","1,100"
7654,Pizza Hut,1,No,3.8 out of 5,"Mocktails, Garlic Bread, Potato Wedges, Pasta, Cheesy Pizza, Fries, Paneer Pizza",750
7655,eat.fit,1,Yes,4.1 out of 5,"Biryani, Tea",300
7656,Burger King,1,No,3.6 out of 5,"Burgers, Fries, Chicken Crisp Burger",600
7657,Bharathi Refreshments,0,No,3.8 out of 5,"Pongal, Filter Coffee, Idli, Masala Dosa",150
7658,La Casa Brewery And Kitchen,1,Yes,4.4 out of 5,"Salads, Daiquiri, Wheat Beer, Craft Beer, Pepperoni Pizza, Cocktails, Noodles","1,500"
7659,MoMo Cafe - Courtyard by Marriott,0,Yes,4.1 out of 5,"Pasta, Lunch Buffet, Butter Chicken, Salads, Bhuna Gosht, Salad, Sea Food","2,000"
7660,The Fisherman's Wharf,1,Yes,4.3 out of 5,"Sea Food, Caesar Salad, Jumbo Prawns, Cocktails, Mocktails, Goan Fish Curry, Curry Crab","1,400"
7661,AB's - Absolute Barbecues,0,Yes,4.7 out of 5,"Fish, Salad, Paan Ice Cream, Mocktails, Chicken Curry, Phirni, Panneer Butter Masala","1,600"
7662,The Hidden Home,1,Yes,4.2 out of 5,"Brownie Chocolate, Manchow Soup, Jalebi, Rabri, Beer, Paneer Tikka, Tandoori Chicken","1,300"
7663,Opus Food Stories,0,Yes,4.5 out of 5,"Cocktails, Chicken Tikka, Sunday Brunch, Rasmalai, Lunch Buffet, Ravioli, Mocktails","1,800"
7664,Village - The Soul of India,0,No,3.9 out of 5,"Mutton Curry, Fish, Chaat, Naan, Jalebi, Chicken Biryani, Lunch Buffet","1,100"
7665,Little Italy,1,Yes,4.3 out of 5,"Pasta, Pizza, Enchiladas, Mushroom Soup, Salads, Mocktails, Salad","1,500"
7666,Xtreme Sports Bar,1,Yes,4.0 out of 5,"Lunch Buffet, Boti Kebab, Beer, Potato Wedges, Gulab Jamun, Pizza, Club Sandwich","1,500"
7667,RRoyal Rajasthan,1,No,4.2 out of 5,"Dal Bati, Gatte Ki Subzi, Churma, Rasmalai, Dahi Vada, Khichda, Chaach",500
7668,Flavours - Octave Hotel & Spa,0,No,3.0 out of 5,"Pasta, Vegetable Biryani, Chole, Chicken Kebab, Lunch Buffet, Chicken Biryani, Chicken Curry",700
7669,Equinox Bar - DoubleTree Suites By Hilton,0,Yes,3.9 out of 5,Cocktails,"1,900"
7670,Ruh,0,Yes,4.0 out of 5,"Fattoush Salad, Mutton Biryani, Mutton Roganjosh, Panipuri, Mocktails, Choco Bomb, Cocktails","1,000"
7671,Tipsy Bull - The Bar Exchange,1,Yes,4.4 out of 5,"Falafel, Cocktails, Mocktails, Sea Food, Spring Roll, Mutton Pepper Fry, Pasta","1,400"
7672,Kava - Fairfield by Marriott,0,Yes,3.9 out of 5,"Tea, Salads, Fish, Chicken Biryani, Breakfast Buffet, Salad, Noodles","1,500"
7673,Chaarcoal,1,No,4.0 out of 5,"Egg Biryani, Raita, Gulab Jamun, Chicken Biryani, Fish, Stuffed Kulcha, Chicken Lollipop","1,200"
7674,Sharaab Factory,1,Yes,3.9 out of 5,"Chicken Curry, Chicken Tikka, Mocktails, Cocktails, Long Island Iced Tea, Draught Beer","1,500"
7675,Skylit - Citrus Hotels,0,Yes,3.6 out of 5,"Chicken Curry, Mocktails, Biryani, Halwa, Beer, Pasta, Fish Tikka","1,500"
7676,Punjabi Times,1,Yes,4.1 out of 5,"Papdi Chaat, Thandai, Chole Bhature, Lassi, Paan Ice Cream, Mutton Curry, Paneer Tikka","1,100"
7677,Flavors of India,1,Yes,3.7 out of 5,"Salads, Fish","1,500"
7678,BISO - Citrus Hotels,0,No,3.0 out of 5,"Salads, Gulab Jamun, Pasta, Fish, Rasgulla, Coffee, Lunch Buffet","1,000"
7679,Chef's Gallery,0,No,3.5 out of 5,"Pasta, Lunch Buffet, Pizza, Noodles, Draught Beer",700
7680,Palki's,0,No,3.0 out of 5,"Outdoor Sitting Arrangement, Vegetable Biryani, Dal Makhani, Veg Thali",800
7681,Stoner,1,No,4.3 out of 5,"Burgers, Cheesy Chicken Burger, Chicken Chilli Pizza, Monster Burger, Butter Chicken Pizza, Peri Peri Chicken Burger, Mojito",500
7682,Zoey's,1,No,4.3 out of 5,"Waffles, Sandwiches, Burgers, Pasta Primavera, Veg Burger, Omelette, Chicken Sausages",600
7683,Eating Love,1,No,4.3 out of 5,"Pizza, White Sauce Pasta",800
7684,Creamvilla,1,No,3.9 out of 5,"Waffles, Coffee, Ice Cream Roll, Hot Chocolate Fudge",600
7685,Mighty Paws,1,No,4.0 out of 5,"Waffles, Coffee, Salads, Burgers, Pasta, Paneer Burger, Sandwiches",500
7686,Chaai Resto,1,No,4.0 out of 5,"Chai, Ice Tea, Maggi, Poha, Chaai, Vada Pav, French Fries",200
7687,Sintales,1,No,3.6 out of 5,"Pizza, Burgers, Brownie, Oreo Shake, Thai Fries",600
7688,Cafe At The Atelier,1,No,4.2 out of 5,"Coffee, Pasta, Burgers, Chocolate Milkshake, Spaghetti, Sandwich, Pancakes",800
7689,The Salad Studio,1,No,4.0 out of 5,"Salads, Sandwiches, Chicken Salad, Chicken Grill",400
7690,Chef Baker's,1,No,3.6 out of 5,"Pasta, Apple Pie, Sandwich, Chocolate Cake, Burgers, Hot Chocolate, Donut",600
7691,The Brewing Bean,0,No,3.7 out of 5,"Coffee, Pasta, Fish",500
7692,Cafe Thulp,1,Yes,4.0 out of 5,"Burgers, Fries, Pasta, Beef Burger, Salad, Mudpie, Falafel Burger","1,000"
7693,eat.fit,1,No,4.4 out of 5,"Buddha Bowl, Chicken Curry, Raita, Brownie, Chole, Veg Thali, Idli",500
7694,Blue Berry Restaurant,1,No,3.9 out of 5,"Tandoori Chicken, Coffee, Butter Chicken, Fish Curry, Biryani",650
7695,BOX8- Desi Meals,1,No,4.2 out of 5,"Paratha, Dal Makhani, Biryani, Gulab Jamun, Salad, Sandwiches, Brownie Chocolate",500
7696,FreshMenu,1,No,3.3 out of 5,"Burgers, Ghee Roast Chicken Biryani",450
7697,Udupi Ruchi,1,No,3.8 out of 5,"Tea, Biryani",200
7698,Rangla Punjab,1,No,2.9 out of 5,"Naan, Paratha, Sweet Lassi, Egg Masala, Matar Paneer, Dal Tadka, Panneer Butter Masala",450
7699,nu.tree,1,No,4.3 out of 5,"Aloo Pyaz Paratha, Kheer, Salads, Salad, Thali, Chocolate Banana, Rajma",400
7700,Burger King,1,No,3.9 out of 5,Burgers,500
7701,Punjabi Nukkad Pure Veg,1,No,4.0 out of 5,"Lassi, Dal Makhani, Ajwaini Paratha, Mushroom Masala, Roti, Shahi Tukda, Shahi Paneer",500
7702,Murli,1,No,3.9 out of 5,"Chole Bhature, Chaat, Paneer Tikka, Jalebi, Samosa Chat, Rasmalai, Rabri",500
7703,Kanti Sweets,1,No,4.1 out of 5,"Kaju Katli, Gulab Jamun, Petha",400
7704,Fun Kitchen,1,No,3.6 out of 5,"Rolls, Momos, Paratha, Chaap",400
7705,Udupi Bhavan,1,No,3.8 out of 5,"Vada, Idli, Masala Dosa, Coffee",400
7706,Hyderabadi Biryani Hub,1,No,3.4 out of 5,Biryani,600
7707,Udupi Aatithya,1,No,4.0 out of 5,"Filter Coffee, Vada, Biryani, Masala Dosa",300
7708,Mojo Pizza - 2X Toppings,1,No,4.1 out of 5,"Chicken Wings, Margherita Pizza, Veggie Pizza, Brownie Chocolate, Chocolava Cake, Exotic Garlic Bread, Cheesy Garlic Bread",600
7709,Chai Point,1,No,4.0 out of 5,"Ginger Tea, Poha, Banana Cake, Lemon Chai, Samosa, Masala Tea, Ginger Chai",250
7710,Potful,1,No,4.0 out of 5,"Paneer Biryani, Calcutta Biryani, Raita, Pot Biryani, Paneer Tikka, Hyderabadi Biryani, Vegetable Biryani",650
7711,KFC,1,No,3.2 out of 5,"Rice Bowl, Burgers, Crispy Chicken, Chicken Wings, French Fries, Popcorn Chicken",450
7712,Thalassery Restaurant,1,No,3.6 out of 5,"Shawarma, Appam, Tea, Chai, Thalassery Biryani, Vegetable Stew, Chicken Grill",600
7713,Sri Vishnu Grand,1,No,3.8 out of 5,Prompt Service,400
7714,Bathinda Dine,1,No,3.9 out of 5,"Butter Chicken, Paneer Methi Malai, Lassi, Butter Naan, Sarso Da Saag, Paneer Punjabi, Tandoori Chicken",950
7715,Behrouz Biryani,1,No,4.0 out of 5,"Basmati Rice, Gulab Jamun, Raita, Mutton Biryani, Paneer Subz Biryani, Mughlai Biryani, Dum Gosht",650
7716,Cake Town Cafe,1,No,3.9 out of 5,Chocolate Cake,500
7717,Kairali Restaurant,1,No,3.9 out of 5,"Beef Fry, Beef Biryani, Fish Curry, Appam, Karimeen Fry",200
7718,Polar Bear,1,No,4.0 out of 5,"Brownie, Chocolate Fudge",400
7719,Homelicious Food,1,No,4.0 out of 5,"Poha, Panneer Butter Masala, Aloo Paratha, Malai Kofta",200
7720,The Nosh House,1,No,4.3 out of 5,"Sandwich, Pancakes, Sandwiches, Pasta, Waffles, Chocolate Cake, Salted Caramel",600
7721,Husband's Kitchen,1,No,3.5 out of 5,"Paratha, Chai, Pav Bhaji, Rolls, Vada Pav, Tea, Poori Chole",350
7722,Firangi Bake,1,No,4.1 out of 5,"Lasagne, Garlic Bread, Veg Lasagna",600
7723,Savoury Restaurant,1,No,2.9 out of 5,"Kerala Parotta, Jumbo Shawarma, Dragon Chicken, Rolls, Vegetarian, Chicken Shawarama, Faluda",800
7724,The Flying Cup,1,No,4.2 out of 5,"Tea, Coffee, Sabudana Khichdi, Samosa, Sandwiches, Onion Pakoda, Khichda",150
7725,The Rasaganga,1,No,3.6 out of 5,"Coffee, Chai, Idli, Pav Bhaji, Vada, Tea, Masala Dosa",500
7726,Sarjapur Social,1,No,4.6 out of 5,"Cocktails, Mocktails, Momos, Chilli Chicken, Crispy Corn, Nachos, Mojito","1,500"
7727,Just Shawarma,1,No,3.9 out of 5,"Fries, Whole Meat Shawarma, Rolls",300
7728,Happy Endings,1,No,4.2 out of 5,"Brownie Fudge Sundae, Cheesecake, Ferrero Rocher Shake, Chocolate Mocha, Chocolate Truffle, Pasta Alfredo, Chocolate Sundae",500
7729,Andhra Bhojanam,1,No,3.6 out of 5,Chicken Curry,400
7730,Suryawanshi,1,Yes,4.4 out of 5,"Thali, Misal Pav, Chicken Chatpata, Shrikhand, Egg Curry, Puran Poli, Vada",700
7731,Hyderabadi Biriyani,1,No,3.3 out of 5,Biryani,800
7732,Sri Krishna Sagar,1,No,3.5 out of 5,"Coffee, Vada, Chaat, Rava Idli",400
7733,Chatori Tongue,1,No,3.9 out of 5,"Chole Bhature, Jalebi, Noodle Samosa, Chaat",100
7734,Petoo,1,No,4.1 out of 5,"Biryani, Gulab Jamun, Shikanji, Kulfi, Chaat",800
7735,Healthie,1,No,3.9 out of 5,"Rice Bowl, Sandwich, Sandwiches, Chicken Grill",600
7736,Baker's Home,1,No,3.9 out of 5,Designer Cakes,300
7737,Poha On Wheels,1,No,4.1 out of 5,Indori Poha,100
7738,Shake It Off,1,No,4.1 out of 5,"Momos, Thick Shakes, Sandwiches, Veg Maggi, Burgers",600
7739,InnerChef,1,No,3.9 out of 5,"Butter Chicken, Salads, Dal Makhani, Paratha, Vada, Brownie Chocolate, Chole",500
7740,Yummy Tummy,1,No,2.9 out of 5,"Rolls, Paratha",400
7741,Ajwa Thalassery Biryani,1,Yes,3.9 out of 5,"Thalassery Biryani, Chicken Fry, Chicken Biryani",500
7742,Folklore Restaurant,1,No,3.2 out of 5,"Duck Roast, Appam, Kadala Curry, Chicken Curry, Chicken Biryani, Fish Fry, Egg Curry",450
7743,Napoli Italian Bistro,1,Yes,4.1 out of 5,"Pasta, Pizza, Chocolate Bomb, Wine, Ginger Lime Mojito, Tiramisu, Watermelon Mojito","1,200"
7744,Uptown Sliders & Shakes,1,No,3.9 out of 5,"Burgers, Strawberry Shake, Fries, Pancakes, Chicken Salad, Lamb",600
7745,The Grub Central,1,Yes,4.0 out of 5,"Barbeque Chicken Pizza, Paneer Pizza, Burgers, Crispy Chicken, Calzone, Aglio Olio Pasta, Chicken Wings",700
7746,Moriz Restaurant,1,No,2.7 out of 5,"Shawarma, Pepper Chicken",800
7747,Juice Junction Food Court,1,No,3.8 out of 5,"Sandwiches, Maggi, Rolls, Chole Bhature, Ginger Tea, Paratha, Rava Masala Dosa",200
7748,Faasos,1,No,3.9 out of 5,"Rolls, Chicken Wrap, Paratha, Veggie Wrap, Cheesy Chicken, Paneer Wrap",500
7749,Laddoos,1,No,2.9 out of 5,"Paratha, Samosa, Chole Bhature, Pav Bhaji, Kachori, Vada Pav",250
7750,Rusbury Fresh Sweets And Savouries,1,No,4.0 out of 5,"Panipuri, Chaat, Rasmalai, Samosa, Pav Bhaji",200
7751,Shree Khana Khazana,1,No,4.1 out of 5,"Thali, Lassi, Dal Bati Churma, Paratha, Buttermilk, Paneer Malai Kofta, Dal Tadka",450
7752,Amrutha Grand Restaurant,1,No,3.2 out of 5,"Malai Kofta, Chicken Boneless Biryani, Naan, Sweet Corn Soup, Noodles, Thali, Hyderabadi Dum Biryani",500
7753,Thiruvithamkoor Restaurant,1,No,3.3 out of 5,"Chicken Curry, Paratha, Fish, Kerala Parotta",400
7754,Sichuan,1,No,4.1 out of 5,"Singapore Noodles, Fish, Clear Soup, Manchow Soup, Lemongrass Tea, Nasi Goreng, Pad Thai",800
7755,Ovenstory Pizza,1,No,4.0 out of 5,"Chocolava Cake, Bruschettas, Chicken Keema, Lava Cake, Tikka, Thick Crust Pizza",800
7756,Kanua,1,Yes,4.4 out of 5,"Neer Dosa, Murgh Ghee Roast, Sea Food, Crab Fry, Fry Prawns, Biskoot Roti, Fish","1,400"
7757,Delitz Creamvilla Cafe,1,No,3.9 out of 5,"Waffles, Coffee, Nachos, Rolls, Sandwiches",600
7758,Dad's Cookhouse,1,No,4.2 out of 5,"Liti Chokha, Palak Paneer, Litti, Poha, Pav Bhaji, Noodles, Chai",300
7759,McDonald's,1,No,3.6 out of 5,"Burgers, Fries",500
7760,Abbabi Chicken,0,No,3.7 out of 5,"Rolls, Chicken Shawarama, Chicken Shwarma Roll, Abbabi Chicken, Shawarma Roll",200
7761,Ritomi's Lov,1,No,3.7 out of 5,"Paratha, Thali, Rajma, Poha",400
7762,Southinn,1,No,3.1 out of 5,"Vada, Coffee, Idli, Tea, Masala Dosa, Onion Dosa, Podi Dosa",250
7763,Smoor,1,No,3.7 out of 5,"Cheesecake, Red Velvet, Chocolate Cake",900
7764,Sasu Maa Ki Rasoi,1,No,3.6 out of 5,"Dal Fry, Chilli Paneer, Aloo Paratha, Dal Tadka",300
7765,Goli Vada Pav No. 1,1,No,3.4 out of 5,"Masala Vada Pav, Kulfi",200
7766,Sweet Truth,1,No,3.8 out of 5,"Cheesecake, Chocolava, Chocolate Pastry, Chocolate Cake, Chocolate Decadence",500
7767,Pizza Hut,1,No,3.1 out of 5,"Mocktails, Chicken Wings",750
7768,Grilliez,1,No,4.1 out of 5,"Burgers, Pita Bread, Fries, Charcoal Chicken, Falafel Wrap, Barbeque Chicken, Saffron Rice",600
7769,Anand Sweets And Savouries,0,No,4.2 out of 5,"Chole Bhature, Rasmalai, Chaat, Rasgulla, Pav Bhaji, Kaju Katli, Samosa",400
7770,Punjabi Nawabi,1,No,4.1 out of 5,"Masala Lassi, Paneer Tikka Masala, Jeera Rice, Dal Makhani, Butter Chicken, Matar Paneer, Chicken Irani",500
7771,Phulke Ghar Ke,1,No,4.0 out of 5,"Lassi, Thali, Paratha, Rajma, Malai Kofta, Buttermilk, Phulke Ghar Ke",300
7772,Mumbai Xpress,1,No,2.8 out of 5,"Chai, Vada Pav, Pizza",350
7773,Filmy Kitchen,1,No,3.7 out of 5,"Paneer Tikka, Dal Bati, Gulab Jamun, Thali, Tandoori Mushrooms, Chole, Chinese Bhel",400
7774,The Belgian Waffle Co.,1,No,4.1 out of 5,"Belgian Waffles, Belgian Chocolate Waffle",350
7775,Fusion Tadka,1,No,3.8 out of 5,"Gulab Jamun, Lassi, Manchurian Roll",450
7776,The Meal Story,1,No,4.1 out of 5,"Paratha, Chaat, Jalebi Rabri, Kheer, Pav Bhaji, Paneer Pakora, Raj Kachori",700
7777,Barbeque Delight,1,Yes,3.7 out of 5,"Biryani, Shawarma, Tandoori Chicken, Chicken Grill, Bbq Chicken",800
7778,Basmati Restaurant,1,No,3.8 out of 5,"Paneer Tikka Biryani, Chicken Biryani, Bamboo Chicken, Chicken Kebab, Vegetable Biryani, Mutton Keema",900
